store,month,month_number,stock_open,stock_close,purchase_smoked,purchase_frozen,sales_smoked,sales_frozen,purchases,revenue,gross_profit,cash_revenue,cashless_revenue,receipts_total,writeoff_smoked,writeoff_frozen,movement,discount,revaluation,household,delivery,cleaning,bonus,service_bonus,extra_pay,driver_cash,utilities_cash,other_cash_expenses,cash_operating_total,driver_cashless,utilities_cashless,rent,bank_fee_raw,gross_profit_tax_raw,salary_cashless,payroll_tax,vacation_cashless,vacation_tax,salary_cash,vacation_cash,personal_income_tax_raw,bank_fee,gross_profit_tax,personal_income_tax,driver_total,utilities_total,payroll_total,net_profit,frozen_sales_share,smoked_markup,frozen_markup,inventory_effect
Н95,Март,3,965408.0,1109370.0,718977.0,929249.0,942443.0,1347463.0,1648226.0,2289906.0,641680.0,430225.0,1687975.0,2118200.0,5334.0,16578.0,0.0,5832.0,0.0,1534.0,0.0,6000.0,0.0,4000.0,0.0,0.0,73300.0,0.0,84834.0,13000.0,73000.0,40812.0,-33759.5,-77001.6,122113.0,69084.0,0.0,0.0,88650.0,0.0,-38166.479999999996,33759.5,77001.6,38166.479999999996,13000.0,146300.0,318013.48,-15318.579999999973,0.5884359445322209,0.3108110551519729,0.4500559053601349,-5832.0
Н95,Апрель,4,1109370.0,919190.0,663396.0,507199.0,884965.0,748335.0,1170595.0,1633300.0,462705.0,390436.0,1422892.0,1813328.0,0.0,5083.0,0.0,12460.0,7391.0,3977.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0,15977.0,13000.0,73000.0,40812.0,-28457.84,-55524.60000000001,100578.0,26317.0,0.0,0.0,128400.0,0.0,-31762.940000000002,28457.84,55524.60000000001,31762.940000000002,13000.0,73000.0,287057.94,-56207.380000000034,0.4581736361966571,0.3339920650712395,0.47542680486357425,-5069.0
Н95,Май,5,919190.0,881546.0,700311.0,478226.0,901483.0,697308.0,1178537.0,1598791.0,420254.0,296164.0,1326774.0,1622938.0,5474.0,11394.0,0.0,6064.0,9435.0,3164.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,9164.0,13000.0,73000.0,41000.0,-26535.48,-50430.47999999998,105270.0,52635.0,93600.0,46800.0,111800.0,0.0,-26612.079999999998,26535.48,50430.47999999998,26612.079999999998,13000.0,73000.0,436717.08,-240987.03999999998,0.4361470636249516,0.28726094549421616,0.4581139461258903,3371.0
Н95,Июнь,6,881546.0,810537.0,702690.0,440709.0,881407.0,636951.0,1143399.0,1518358.0,374959.0,263263.0,1316737.0,1580000.0,1962.0,2011.0,0.0,5394.0,0.0,1763.0,0.0,6000.0,0.0,13000.0,11000.0,0.0,38900.0,0.0,70663.0,13000.0,73000.0,41000.0,-26334.739999999998,-44995.07999999999,52636.0,26317.0,0.0,0.0,160900.0,0.0,-50943.86,26334.739999999998,44995.07999999999,50943.86,13000.0,111900.0,290796.86,-186841.68,0.4194998807922769,0.25433263601303563,0.4452870261328904,-5394.0
Н95,Июль,7,810537.0,837428.0,613988.0,492947.0,774766.0,705544.0,1106935.0,1480310.0,373375.0,258894.0,1187552.0,1446446.0,6470.0,0.0,-6400.0,2403.0,8300.0,7394.0,0.0,6000.0,21000.0,6000.0,0.0,0.0,0.0,0.0,40394.0,13000.0,73000.0,40000.0,-23751.040000000005,-44804.999999999985,31442.0,10721.0,0.0,0.0,123245.0,77500.0,-53050.58,23751.040000000005,44804.999999999985,53050.58,13000.0,73000.0,295958.58,-157533.62,0.47661908654268365,0.2618585379518818,0.43127760185172037,-503.0
Н95,Август,8,837428.0,996334.0,723550.0,735238.0,916391.0,1055227.0,1458788.0,1971618.0,512830.0,311054.0,1472141.0,1783195.0,28927.0,0.0,0.0,590.0,0.0,8127.0,0.0,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,20127.0,13000.0,73000.0,165000.0,-29442.820000000007,-61539.59999999999,59215.0,29607.0,0.0,0.0,145782.0,0.0,-36499.979999999996,29442.820000000007,61539.59999999999,36499.979999999996,13000.0,73000.0,271103.98,-120383.39999999998,0.5352086458938801,0.2665206274618202,0.435218255857287,-590.0
РОС,Январь,1,922136.0,1024519.0,330339.0,558679.0,417956.0,803762.0,889018.0,1221718.0,332700.0,188381.0,910347.0,1098728.0,0.0,20607.0,0.0,0.0,0.0,0.0,0.0,4000.0,3000.0,7000.0,0.0,0.0,0.0,0.0,14000.0,13000.0,45200.0,50000.0,-18206.940000000002,-39924.00000000001,52635.0,0.0,0.0,0.0,37500.0,0.0,-11330.0,18206.940000000002,39924.00000000001,11330.0,13000.0,45200.0,101465.0,30297.059999999998,0.6578948660820255,0.26523359336923585,0.438683036233687,0.0
РОС,Февраль,2,1024519.0,1017233.0,508715.0,596405.0,652071.0,879862.0,1105120.0,1531933.0,426813.0,212633.0,1281532.0,1494165.0,0.0,40864.0,-4190.0,0.0,0.0,1268.0,0.0,4000.0,0.0,7000.0,0.0,0.0,0.0,0.0,12268.0,13000.0,45200.0,50000.0,-25630.639999999996,-51217.56,52634.0,26317.0,0.0,0.0,37700.0,0.0,-10992.96,25630.639999999996,51217.56,10992.96,13000.0,45200.0,127643.95999999999,60988.84000000002,0.5743475726418845,0.2818002221283037,0.47527602887299736,-4190.0
РОС,Март,3,1017233.0,939827.0,501483.0,598742.0,661334.0,869398.0,1100225.0,1530732.0,430507.0,280865.0,1312357.0,1593222.0,12751.0,0.0,0.0,2165.0,0.0,0.0,0.0,4000.0,0.0,7000.0,0.0,0.0,0.0,0.0,11000.0,13000.0,45200.0,50000.0,-26247.14,-51660.84,52635.0,26316.0,0.0,0.0,55863.0,0.0,-14709.86,26247.14,51660.84,14709.86,13000.0,45200.0,149523.86,83875.15999999999,0.5679622559664265,0.3187565680192549,0.4520411128666437,-2165.0
РОС,Апрель,4,939827.0,893828.0,533398.0,449043.0,673390.0,665690.0,982441.0,1339080.0,356639.0,230833.0,1118039.0,1348872.0,0.0,36000.0,0.0,207.0,0.0,786.0,0.0,4000.0,6000.0,4000.0,0.0,0.0,0.0,0.0,14786.0,13000.0,58706.0,50000.0,-22360.78,-42796.67999999999,105270.0,26317.0,0.0,0.0,10243.0,0.0,-5506.38,22360.78,42796.67999999999,5506.38,13000.0,58706.0,147336.38,-28346.839999999993,0.49712489171670105,0.2624531775522218,0.48246381749631995,-207.0
РОС,Май,5,893828.0,822057.0,514733.0,427551.0,650673.0,621427.0,942284.0,1272100.0,329816.0,224770.0,1086484.0,1311254.0,24667.0,2512.0,-3987.0,1451.0,0.0,1725.0,0.0,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,9725.0,13000.0,59000.0,50000.0,-21729.679999999997,-39577.92,105270.0,52635.0,93400.0,46700.0,5180.0,0.0,-3279.1000000000004,21729.679999999997,39577.92,3279.1000000000004,13000.0,59000.0,306464.1,-172192.69999999998,0.48850483452558763,0.2640980858037079,0.4534570144848217,-5438.0
РОС,Июнь,6,822057.0,848050.0,447426.0,425660.0,577093.0,615530.0,873086.0,1192623.0,319537.0,217495.0,908194.0,1125689.0,45941.0,0.0,0.0,0.0,5000.0,630.0,0.0,4000.0,0.0,9000.0,0.0,0.0,0.0,10500.0,24130.0,13000.0,59000.0,50000.0,-18163.880000000005,-38344.43999999999,52635.0,13158.0,0.0,0.0,39365.0,0.0,-13968.900000000001,18163.880000000005,38344.43999999999,13968.900000000001,13000.0,59000.0,119126.9,-2228.219999999994,0.5161144804351417,0.28980658254102354,0.44606023586900345,5000.0
РОС,Июль,7,848050.0,747185.0,441055.0,356840.0,550524.0,500676.0,797895.0,1051200.0,253305.0,240295.0,872612.0,1112907.0,33283.0,0.0,0.0,5875.0,0.0,2430.0,0.0,4500.0,6000.0,8500.0,0.0,0.0,0.0,0.0,21430.0,13000.0,59000.0,50000.0,-17452.24,-30396.6,52635.0,26317.0,0.0,0.0,55883.0,0.0,-17008.86,17452.24,30396.6,17008.86,13000.0,59000.0,151843.86,-89817.7,0.47628995433789956,0.24819807053542076,0.4030826140567201,-5875.0
РОС,Август,8,747185.0,798398.0,373400.0,487197.0,458229.0,694616.0,860597.0,1152845.0,292248.0,174000.0,900467.0,1074467.0,27165.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,8000.0,0.0,0.0,0.0,0.0,13000.0,13000.0,59000.0,50000.0,-18009.34,-35069.76,52635.0,13159.0,0.0,0.0,26200.0,0.0,-8624.0,18009.34,35069.76,8624.0,13000.0,59000.0,100618.0,3550.899999999994,0.6025233227363609,0.22717996786288164,0.4257394852595562,0.0
С1,Январь,1,1464205.0,1322845.0,1180134.0,691014.0,1499778.0,1024227.0,1871148.0,2524005.0,652857.0,299065.0,2274919.0,2573984.0,72813.0,6775.0,-18690.0,8496.0,15393.0,4620.0,0.0,12400.0,12000.0,20000.0,0.0,0.0,0.0,0.0,49020.0,25000.0,35000.0,95000.0,-45498.38000000001,-78342.83999999998,118427.0,0.0,0.0,0.0,70700.0,0.0,-26338.4,45498.38000000001,78342.83999999998,26338.4,25000.0,35000.0,215465.4,102755.38000000003,0.40579436253097756,0.2708539877674908,0.4822087540918129,-11793.0
С1,Февраль,2,1322845.0,1332762.0,1480770.0,860918.0,1874683.0,1283544.0,2341688.0,3158227.0,816539.0,387046.0,2720245.0,3107291.0,19539.0,9143.0,0.0,14773.0,2436.0,3326.0,0.0,11200.0,0.0,21000.0,0.0,0.0,0.0,0.0,35526.0,25000.0,35000.0,95000.0,-54404.899999999994,-97984.68000000001,118427.0,59214.0,0.0,0.0,84900.0,0.0,-26493.72,54404.899999999994,97984.68000000001,26493.72,25000.0,35000.0,289034.72,175445.69999999998,0.4064128385958324,0.2660190306394646,0.4909015725074862,-12337.0
С1,Март,3,1332762.0,1202287.0,1372859.0,892208.0,1767355.0,1338473.0,2265067.0,3105828.0,840761.0,346995.0,2809396.0,3156391.0,68412.0,9509.0,0.0,2565.0,574.0,3895.0,0.0,12400.0,0.0,21000.0,0.0,0.0,0.0,0.0,37295.0,25000.0,35000.0,95000.0,-56187.92000000001,-100891.31999999999,118428.0,85532.0,0.0,0.0,98600.0,0.0,-29896.9,56187.92000000001,100891.31999999999,29896.9,25000.0,35000.0,332456.9,149420.85999999996,0.43095528792966,0.2873536175237224,0.500180451195237,-1991.0
С1,Апрель,4,1202287.0,1125070.0,1507378.0,721575.0,1900369.0,1063839.0,2228953.0,2964208.0,735255.0,340747.0,2643278.0,2984025.0,54212.0,2586.0,9851.0,10453.0,0.0,5172.0,0.0,12000.0,12000.0,21000.0,0.0,0.0,0.0,0.0,50172.0,25000.0,35000.0,95000.0,-52865.56,-88230.59999999998,118429.0,59214.0,0.0,0.0,88600.0,0.0,-30529.84,52865.56,88230.59999999998,30529.84,25000.0,35000.0,296772.84,89628.00000000003,0.3588948548819786,0.2607116463156554,0.4743290718220559,-602.0
С1,Май,5,1125070.0,1225633.0,1819374.0,742862.0,2346015.0,1068658.0,2562236.0,3414673.0,852437.0,439662.0,2805224.0,3244886.0,62613.0,1965.0,0.0,4646.0,0.0,6510.0,0.0,12400.0,0.0,23000.0,0.0,0.0,0.0,0.0,41910.0,25000.0,35000.0,95000.0,-56104.48000000001,-102292.44,118428.0,59214.0,93433.0,46716.0,40500.0,0.0,-18130.2,56104.48000000001,102292.44,18130.2,25000.0,35000.0,376421.2,118743.88000000002,0.31296056752725665,0.2894627492753002,0.43856867089715185,-4646.0
С1,Июнь,6,1225633.0,1670433.0,1821737.0,768450.0,2333735.0,1115586.0,2590187.0,3449321.0,859134.0,388783.0,2863959.0,3252742.0,88830.0,777.0,343068.0,5240.0,0.0,3883.0,0.0,12000.0,3000.0,23000.0,0.0,0.0,0.0,0.0,41883.0,25000.0,35000.0,95000.0,-57279.18,-103096.07999999999,30702.0,12062.0,0.0,0.0,169000.0,0.0,-46394.26,57279.18,103096.07999999999,46394.26,25000.0,35000.0,258158.26,242940.47999999998,0.32342191405206994,0.281049350153178,0.45173531134101114,337828.0
С1,Июль,7,1670433.0,1478313.0,1734491.0,728063.0,2178894.0,1033402.0,2462554.0,3212296.0,749742.0,404413.0,2937798.0,3342211.0,61566.0,3047.0,5013.0,2605.0,0.0,7913.0,0.0,12400.0,24000.0,17000.0,0.0,0.0,0.0,0.0,61313.0,20000.0,35000.0,95000.0,-58755.96000000001,-89969.04,7798.0,3899.0,0.0,0.0,195300.0,70000.0,-71854.86,58755.96000000001,89969.04,71854.86,20000.0,35000.0,348851.86,37805.14,0.3217019851221681,0.25621522394754426,0.4193854103285018,2408.0
С1,Август,8,1478313.0,1016904.0,1417875.0,651706.0,1778111.0,936537.0,2069581.0,2714648.0,645067.0,417864.0,2721756.0,3139620.0,36437.0,0.0,0.0,0.0,0.0,16914.0,0.0,12400.0,0.0,14000.0,0.0,0.0,0.0,3350.0,46664.0,20000.0,35000.0,95000.0,-54435.12,-77408.04000000001,49909.0,24954.0,0.0,0.0,152900.0,93500.0,-64474.08,54435.12,77408.04000000001,64474.08,20000.0,35000.0,385737.08,-69177.24000000003,0.34499389976158973,0.2540675306356343,0.43705443865792243,0.0
С3,Январь,1,1296611.0,1216984.0,380814.0,246517.0,485192.0,358480.0,627331.0,843672.0,216341.0,113372.0,805834.0,919206.0,2320.0,538.0,0.0,4235.0,3000.0,0.0,0.0,4000.0,6000.0,15000.0,0.0,0.0,0.0,0.0,25000.0,25000.0,23000.0,34000.0,-16116.68,-25960.92,52635.0,0.0,0.0,0.0,41400.0,0.0,-14608.0,16116.68,25960.92,14608.0,25000.0,23000.0,108643.0,-41917.59999999999,0.4249044652424165,0.27409181385138154,0.4541796306137102,-1235.0
С3,Февраль,2,1216984.0,1274633.0,499968.0,422963.0,648216.0,623716.0,922931.0,1271932.0,349001.0,117132.0,1092170.0,1209302.0,1840.0,0.0,0.0,3141.0,0.0,1132.0,0.0,4000.0,0.0,15000.0,0.0,0.0,0.0,0.0,20132.0,25000.0,23000.0,34000.0,-21843.40000000001,-41880.119999999995,52634.0,26317.0,93000.0,46500.0,43400.0,0.0,-13977.04,21843.40000000001,41880.119999999995,13977.04,25000.0,23000.0,275828.04,-92682.56000000003,0.4903689819896032,0.29651497695852536,0.4746348971423032,-3141.0
С3,Март,3,1274633.0,1155652.0,484981.0,339442.0,617763.0,507013.0,824423.0,1124776.0,300353.0,151000.0,1091557.0,1242557.0,0.0,0.0,0.0,1200.0,0.0,0.0,0.0,4000.0,0.0,15000.0,0.0,0.0,0.0,0.0,19000.0,25000.0,23000.0,34000.0,-21831.14,-36042.35999999999,0.0,0.0,0.0,0.0,108500.0,0.0,-28050.0,21831.14,36042.35999999999,28050.0,25000.0,23000.0,136550.0,4929.5,0.4507679751346046,0.2737880453048676,0.49366607550038005,-1200.0
С3,Апрель,4,1155652.0,1163478.0,405716.0,308884.0,506937.0,450060.0,714600.0,956997.0,242397.0,155384.0,780172.0,935556.0,2366.0,0.0,-9851.0,1398.0,0.0,2384.0,0.0,4000.0,6000.0,15000.0,0.0,0.0,0.0,0.0,27384.0,25000.0,23000.0,34000.0,-15603.439999999999,-29087.64,14170.0,7085.0,0.0,0.0,105000.0,0.0,-29124.48,15603.439999999999,29087.64,29124.48,25000.0,23000.0,155379.48,-67057.56,0.4702836059047207,0.2494873261098897,0.45705183823053314,-11249.0
С3,Май,5,1163478.0,1135110.0,488912.0,276682.0,625292.0,404225.0,765594.0,1029517.0,263923.0,141000.0,916075.0,1057075.0,0.0,0.0,0.0,810.0,0.0,0.0,0.0,4000.0,0.0,15000.0,0.0,0.0,0.0,0.0,19000.0,20000.0,23000.0,34000.0,-18321.5,-31670.76,10543.0,5271.0,0.0,0.0,98000.0,0.0,-25740.0,18321.5,31670.76,25740.0,20000.0,23000.0,139554.0,-21623.259999999995,0.39263557571171726,0.27894590437542954,0.4609732472658142,-810.0
С3,Июнь,6,1135110.0,1181253.0,436869.0,258023.0,548269.0,376117.0,694892.0,924386.0,229494.0,142336.0,1051780.0,1194116.0,0.0,0.0,310300.0,2932.0,8505.0,2435.0,0.0,4000.0,0.0,17000.0,0.0,0.0,0.0,0.0,23435.0,20000.0,23000.0,34000.0,-21035.600000000006,-27539.28,52635.0,26317.0,0.0,0.0,52365.0,0.0,-16676.0,21035.600000000006,27539.28,16676.0,20000.0,23000.0,147993.0,-67508.88,0.4068830553470087,0.25499634901995794,0.45768788053778153,315873.0
С3,Июль,7,1181253.0,1104546.0,465965.0,319222.0,575962.0,447480.0,785187.0,1023442.0,238255.0,116311.0,982802.0,1099113.0,0.0,1036.0,0.0,0.0,0.0,6111.0,0.0,4000.0,12000.0,16000.0,0.0,0.0,0.0,0.0,38111.0,20000.0,23000.0,34000.0,-19656.039999999997,-28590.6,52635.0,26317.0,0.0,0.0,55900.0,93000.0,-41142.42,19656.039999999997,28590.6,41142.42,20000.0,23000.0,268994.42,-195133.06,0.4372304439333152,0.2360627944158896,0.40178308512571187,0.0
С3,Август,8,1104546.0,956789.0,410672.0,325786.0,512687.0,462051.0,736458.0,974738.0,238280.0,75727.0,1042299.0,1118026.0,4469.0,0.0,0.0,0.0,0.0,17027.0,0.0,4000.0,0.0,16000.0,0.0,0.0,0.0,1655.0,38682.0,20000.0,23000.0,34000.0,-20845.979999999996,-28593.6,52635.0,26318.0,0.0,0.0,55900.0,0.0,-20808.04,20845.979999999996,28593.6,20808.04,20000.0,23000.0,155661.04,-82502.62,0.47402584079003796,0.24840992324775002,0.4182653643802987,0.0
ПОЛ,Январь,1,784305.0,1080676.0,790540.0,839617.0,1014844.0,1241293.0,1630157.0,2256137.0,625980.0,209721.0,1726052.0,1935773.0,18358.0,859.0,0.0,4776.0,0.0,922.0,0.0,4000.0,4500.0,8000.0,0.0,0.0,0.0,0.0,17422.0,48000.0,0.0,51300.0,-34521.04000000001,-75117.6,52635.0,0.0,0.0,0.0,41283.0,0.0,-12915.1,34521.04000000001,75117.6,12915.1,48000.0,0.0,106833.1,291927.26,0.5501851173044899,0.2837351683659271,0.4784038436572866,-4776.0
ПОЛ,Февраль,2,1080676.0,1040363.0,663511.0,833220.0,848214.0,1223781.0,1496731.0,2071995.0,575264.0,213900.0,1886600.0,2100500.0,2679.0,1792.0,0.0,7337.0,0.0,2035.0,0.0,4000.0,0.0,8000.0,0.0,0.0,0.0,0.0,14035.0,48000.0,0.0,51300.0,-37732.00000000001,-69031.68,52634.0,26317.0,0.0,0.0,46200.0,0.0,-13251.699999999999,37732.00000000001,69031.68,13251.699999999999,48000.0,0.0,138402.7,214970.62,0.5906293210167013,0.27837217468888986,0.4687369482249586,-7337.0
ПОЛ,Март,3,1040363.0,1137883.0,638282.0,873297.0,1034417.0,1282499.0,1511579.0,2316916.0,805337.0,265653.0,1918415.0,2184068.0,28940.0,5478.0,0.0,910.0,0.0,788.0,0.0,4000.0,0.0,6000.0,0.0,0.0,0.0,0.0,10788.0,48000.0,0.0,51300.0,-38368.29999999999,-96640.44,52634.0,26316.0,0.0,0.0,55780.0,0.0,-14644.960000000001,38368.29999999999,96640.44,14644.960000000001,48000.0,0.0,149374.96,405387.3,0.5535371157176178,0.6206269329230654,0.4685714023980387,-910.0
ПОЛ,Апрель,4,1137883.0,1158971.0,896850.0,703268.0,1123575.0,1035854.0,1600118.0,2159429.0,559311.0,235188.0,1881290.0,2116478.0,12548.0,1186.0,0.0,8129.0,0.0,2323.0,0.0,4000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,18323.0,48000.0,0.0,51300.0,-37625.80000000001,-67117.31999999999,52635.0,26317.0,0.0,0.0,69419.0,0.0,-19303.239999999998,37625.80000000001,67117.31999999999,19303.239999999998,48000.0,0.0,167674.24,168084.64,0.4796888436711742,0.25280147181802975,0.4729150195942372,-8129.0
ПОЛ,Май,5,1158971.0,1053185.0,814503.0,663342.0,1033408.0,955488.0,1477845.0,1988896.0,511051.0,235984.0,1761341.0,1997325.0,84654.0,8292.0,0.0,4411.0,0.0,3496.0,0.0,4000.0,0.0,6000.0,0.0,0.0,0.0,0.0,13496.0,36000.0,0.0,51300.0,-35226.82000000001,-61326.119999999995,52635.0,26317.0,0.0,0.0,55863.0,0.0,-15258.98,35226.82000000001,61326.119999999995,15258.98,36000.0,0.0,150073.98,155336.08,0.4804112432223706,0.26875898554087585,0.44041535135721843,-4411.0
ПОЛ,Июнь,6,1053185.0,901101.0,687004.0,548167.0,870583.0,796923.0,1235171.0,1667506.0,432335.0,197494.0,1569259.0,1766753.0,49678.0,1015.0,0.0,2144.0,0.0,1629.0,0.0,4000.0,0.0,6000.0,0.0,0.0,0.0,0.0,11629.0,24000.0,0.0,51300.0,-31385.18,-51880.2,52635.0,26317.0,0.0,0.0,52383.0,0.0,-14082.64,31385.18,51880.2,14082.64,24000.0,0.0,145417.64,115707.98,0.47791312295128174,0.26721678476398975,0.45379601471814246,-2144.0
ПОЛ,Июль,7,901101.0,969336.0,838449.0,685027.0,1034948.0,960698.0,1523476.0,1995646.0,472170.0,219655.0,1654427.0,1874082.0,41141.0,12003.0,0.0,185.0,0.0,2292.0,0.0,4000.0,12000.0,4000.0,0.0,0.0,0.0,0.0,22292.0,24000.0,0.0,51300.0,-33088.54,-56660.399999999994,52634.0,26316.0,93608.0,46804.0,56864.0,0.0,-17414.32,33088.54,56660.399999999994,17414.32,24000.0,0.0,293640.32,-20814.259999999944,0.48139700127176865,0.23436011015577574,0.4024235541080862,-185.0
ПОЛ,Август,8,969336.0,972727.0,826006.0,705605.0,995308.0,1017421.0,1531611.0,2012729.0,481118.0,206041.0,1700377.0,1906418.0,105788.0,0.0,2868.0,0.0,0.0,1858.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,5858.0,24000.0,0.0,51300.0,-34007.54,-57734.159999999996,0.0,0.0,0.0,0.0,104500.0,0.0,-24278.760000000002,34007.54,57734.159999999996,24278.760000000002,24000.0,0.0,128778.76000000001,179439.54000000004,0.5054932879687231,0.20496461284784856,0.441912968303796,2868.0
СНЕЖ,Январь,1,958718.0,1236909.0,603423.0,679914.0,778690.0,1005903.0,1283337.0,1784593.0,501256.0,141409.0,1334051.0,1475460.0,15562.0,0.0,0.0,15380.0,0.0,1557.0,0.0,5000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,18557.0,48000.0,30000.0,5000.0,-26681.019999999997,-60150.719999999994,105270.0,0.0,0.0,0.0,3400.0,0.0,-4830.54,26681.019999999997,60150.719999999994,4830.54,48000.0,30000.0,113500.54,199366.72,0.5636596131442856,0.29045462304221087,0.47945622534614674,-15380.0
СНЕЖ,Февраль,2,1236909.0,1289317.0,719995.0,520893.0,943776.0,784898.0,1240888.0,1728674.0,487786.0,138181.0,1507223.0,1645404.0,15011.0,730.0,0.0,15121.0,0.0,1001.0,0.0,5000.0,0.0,6000.0,0.0,0.0,0.0,0.0,12001.0,48000.0,30000.0,5000.0,-30144.46,-58534.32,105268.0,52634.0,0.0,0.0,0.0,0.0,-2640.22,30144.46,58534.32,2640.22,48000.0,30000.0,160542.22,142833.99999999997,0.45404628055955026,0.31080910284099195,0.5068315373790778,-15121.0
СНЕЖ,Март,3,1289317.0,1259192.0,651171.0,564601.0,818729.0,850157.0,1215772.0,1668886.0,453114.0,110430.0,1588233.0,1698663.0,422.0,3678.0,0.0,1173.0,4925.0,830.0,0.0,5000.0,0.0,6000.0,0.0,0.0,0.0,0.0,11830.0,48000.0,30000.0,5000.0,-31764.66,-54373.67999999999,105270.0,52635.0,0.0,0.0,3263.0,0.0,-3320.46,31764.66,54373.67999999999,3320.46,48000.0,30000.0,164488.46,103979.20000000003,0.5094158618383761,0.25731797024130376,0.5057660188345398,3752.0
СНЕЖ,Апрель,4,1259192.0,1192848.0,777682.0,377399.0,985081.0,559189.0,1155081.0,1544270.0,389189.0,137566.0,1454534.0,1592100.0,0.0,12578.0,0.0,5936.0,0.0,1166.0,0.0,5000.0,6000.0,6000.0,0.0,0.0,0.0,0.0,18166.0,48000.0,26830.0,5000.0,-29090.68,-46702.67999999999,105270.0,52635.0,0.0,0.0,0.0,0.0,-3996.52,29090.68,46702.67999999999,3996.52,48000.0,26830.0,161901.52,40920.12000000002,0.36210571985468865,0.26668869795109057,0.48169179038630205,-5936.0
СНЕЖ,Май,5,1192848.0,1108995.0,594594.0,394482.0,764332.0,564657.0,989076.0,1328989.0,339913.0,106850.0,1320953.0,1427803.0,12809.0,0.0,0.0,10201.0,37971.0,1150.0,0.0,5000.0,0.0,6000.0,0.0,0.0,0.0,0.0,12150.0,36000.0,30000.0,5000.0,-26419.059999999998,-40789.56,105270.0,52635.0,92400.0,46200.0,0.0,0.0,-2673.0,26419.059999999998,40789.56,2673.0,36000.0,30000.0,299178.0,-109623.62,0.4248771058300708,0.28546874001419453,0.43138850441845256,27770.0
СНЕЖ,Июнь,6,1108995.0,1201808.0,728447.0,329181.0,937637.0,476829.0,1057628.0,1414466.0,356838.0,129860.0,1219533.0,1349393.0,639.0,3872.0,0.0,1249.0,33500.0,1400.0,0.0,5000.0,0.0,8000.0,0.0,0.0,0.0,0.0,14400.0,24000.0,30000.0,5000.0,-24390.66,-42820.56,52635.0,26316.0,0.0,0.0,52400.0,0.0,-14696.0,24390.66,42820.56,14696.0,24000.0,30000.0,146047.0,66307.78,0.3371088453168899,0.2871725739827331,0.44853135509036063,32251.0
СНЕЖ,Июль,7,1201808.0,984483.0,644214.0,307260.0,802286.0,434748.0,951474.0,1237034.0,285560.0,157993.0,1280700.0,1438693.0,13771.0,537.0,0.0,1358.0,0.0,4493.0,0.0,5000.0,12000.0,0.0,0.0,0.0,0.0,0.0,21493.0,24000.0,30000.0,5000.0,-25613.999999999996,-34267.2,52639.0,26319.0,0.0,0.0,37700.0,0.0,-13022.46,25613.999999999996,34267.2,13022.46,24000.0,30000.0,129680.45999999999,14968.33999999999,0.3514438568382114,0.24537187953071496,0.4149189611404023,-1358.0
СНЕЖ,Август,8,984483.0,1106391.0,663891.0,390759.0,831600.0,566783.0,1054650.0,1398383.0,343733.0,126100.0,1144365.0,1270465.0,1202.0,2467.0,0.0,2341.0,0.0,300.0,0.0,5000.0,0.0,8000.0,0.0,0.0,0.0,500.0,13800.0,24000.0,30000.0,5000.0,-22887.299999999996,-41247.96,52635.0,26318.0,0.0,0.0,29700.0,0.0,-9570.0,22887.299999999996,41247.96,9570.0,24000.0,30000.0,118223.0,86107.74000000002,0.4053131366728572,0.25261526365020764,0.45046691183056564,-2341.0
ЗАО,Январь,1,758145.0,808511.0,486908.0,475402.0,627823.0,695811.0,962310.0,1323634.0,361324.0,108884.0,1159122.0,1268006.0,2337.0,0.0,0.0,7273.0,4348.0,0.0,0.0,0.0,6000.0,8000.0,0.0,0.0,0.0,0.0,14000.0,48000.0,25000.0,5000.0,-23182.440000000002,-43358.880000000005,105270.0,0.0,0.0,0.0,0.0,0.0,-3080.0,23182.440000000002,43358.880000000005,3080.0,48000.0,25000.0,108350.0,94432.68,0.5256823260810768,0.28940785528272284,0.46362657287937364,-2925.0
ЗАО,Февраль,2,808511.0,815596.0,557698.0,506340.0,711067.0,739218.0,1064038.0,1450285.0,386247.0,70620.0,1370780.0,1441400.0,0.0,0.0,0.0,1800.0,0.0,1294.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,9294.0,48000.0,25000.0,5000.0,-27415.600000000002,-46349.64,105268.0,52634.0,0.0,0.0,0.0,0.0,-2044.68,27415.600000000002,46349.64,2044.68,48000.0,25000.0,159946.68,65241.08000000001,0.5097053337792227,0.2750036758245502,0.45992416163052496,-1800.0
