row	column	value	formula
345	D345	25016	=ЗакПро!C346
345	E345	465881	=ЗакПро!D346
345	F345	34875	=ЗакПро!E346
345	G345	403419	=SUM(C345:D345)
345	H345	500756	=SUM(E345:F345)
345	I345	23.117681413730864	=IFERROR((E345-C345)/C345*100,"-")
345	J345	39.4107771026543	=IFERROR((F345-D345)/D345*100,"-")
345	K345	24.128015785077054	=IFERROR((H345-G345)/G345*100,"-")
345	L345	97337	=H345-G345
345	M345	109830	
345	N345	495746	
345	O345	605576	=M345+N345
345	P345	17204	
345	S345	2003	
345	AC345	4000	
345	AD345	4000	=SUM(U345:AC345)
345	AE345	13000	
345	AF345	50000	
345	AG345	71400	
345	AH345	-9914.92	=N345-N345-(N345*0.02)
345	AI345	-11680.439999999999	=L345-L345-(L345*0.12)
345	AP345	-880	=(AD345-AD345-(AD345*0.22))+(AN345-AN345-(AN345*0.22))+(AO345-AO345-(AO345*0.22))
345	AQ345	1706633.46	=L376-Q376-AD376-AE376-AF376-AG376+AH376+AI376-AJ376-AK376-AL376-AM376-AN376-AO376+AP376
346	A346	2	
346	B346	1899669	=B345+H345-O345-P345-Q345+R345-S345+T345
346	C346	348631	=ЗакПро!G346
346	D346	62568	=ЗакПро!H346
346	E346	434678	=ЗакПро!I346
346	F346	87236	=ЗакПро!J346
346	G346	411199	=SUM(C346:D346)
346	H346	521914	=SUM(E346:F346)
346	I346	24.681396662947357	=IFERROR((E346-C346)/C346*100,"-")
346	J346	39.42590461577804	=IFERROR((F346-D346)/D346*100,"-")
346	K346	26.924919564493106	=IFERROR((H346-G346)/G346*100,"-")
346	L346	110715	=H346-G346
346	M346	20000	
346	N346	493886	
346	O346	513886	=M346+N346
346	P346	6883	
346	AD346	0	=SUM(U346:AC346)
346	AH346	-9877.72	=N346-N346-(N346*0.02)
346	AI346	-13285.8	=L346-L346-(L346*0.12)
346	AP346	0	=(AD346-AD346-(AD346*0.22))+(AN346-AN346-(AN346*0.22))+(AO346-AO346-(AO346*0.22))
347	A347	3	
347	B347	1900814	=B346+H346-O346-P346-Q346+R346-S346+T346
347	C347	376169	=ЗакПро!L346
347	D347	42510	=ЗакПро!M346
347	E347	470108	=ЗакПро!N346
347	F347	59238	=ЗакПро!O346
347	G347	418679	=SUM(C347:D347)
347	H347	529346	=SUM(E347:F347)
347	I347	24.97255223051341	=IFERROR((E347-C347)/C347*100,"-")
347	J347	39.350741002117154	=IFERROR((F347-D347)/D347*100,"-")
347	K347	26.432421974830362	=IFERROR((H347-G347)/G347*100,"-")
347	L347	110667	=H347-G347
347	M347	120000	
347	N347	687822	
347	O347	807822	=M347+N347
347	P347	1005	
347	AD347	0	=SUM(U347:AC347)
347	AH347	-13756.44	=N347-N347-(N347*0.02)
347	AI347	-13280.039999999999	=L347-L347-(L347*0.12)
347	AP347	0	=(AD347-AD347-(AD347*0.22))+(AN347-AN347-(AN347*0.22))+(AO347-AO347-(AO347*0.22))
348	A348	4	
348	B348	1621333	=B347+H347-O347-P347-Q347+R347-S347+T347
348	C348	618901	=ЗакПро!Q346
348	D348	259824	=ЗакПро!R346
348	E348	789566	=ЗакПро!S346
348	F348	374804	=ЗакПро!T346
348	G348	878725	=SUM(C348:D348)
348	H348	1164370	=SUM(E348:F348)
348	I348	27.575492687845067	=IFERROR((E348-C348)/C348*100,"-")
348	J348	44.25303282221812	=IFERROR((F348-D348)/D348*100,"-")
348	K348	32.50675694898859	=IFERROR((H348-G348)/G348*100,"-")
348	L348	285645	=H348-G348
348	M348	35000	
348	N348	333998	
348	O348	368998	=M348+N348
348	AD348	0	=SUM(U348:AC348)
348	AH348	-6679.96	=N348-N348-(N348*0.02)
348	AI348	-34277.4	=L348-L348-(L348*0.12)
348	AP348	0	=(AD348-AD348-(AD348*0.22))+(AN348-AN348-(AN348*0.22))+(AO348-AO348-(AO348*0.22))
349	A349	5	
349	B349	2416705	=B348+H348-O348-P348-Q348+R348-S348+T348
349	C349	0	=ЗакПро!V346
349	D349	0	=ЗакПро!W346
349	E349	0	=ЗакПро!X346
349	F349	0	=ЗакПро!Y346
349	G349	0	=SUM(C349:D349)
349	H349	0	=SUM(E349:F349)
349	I349	-	=IFERROR((E349-C349)/C349*100,"-")
349	J349	-	=IFERROR((F349-D349)/D349*100,"-")
349	K349	-	=IFERROR((H349-G349)/G349*100,"-")
349	L349	0	=H349-G349
349	M349	50000	
349	N349	371239	
349	O349	421239	=M349+N349
349	P349	13363	
349	AD349	0	=SUM(U349:AC349)
349	AH349	-7424.78	=N349-N349-(N349*0.02)
349	AI349	0	=L349-L349-(L349*0.12)
349	AP349	0	=(AD349-AD349-(AD349*0.22))+(AN349-AN349-(AN349*0.22))+(AO349-AO349-(AO349*0.22))
350	A350	6	
350	B350	1982103	=B349+H349-O349-P349-Q349+R349-S349+T349
350	C350	384801	=ЗакПро!AA346
350	D350	37469	=ЗакПро!AB346
350	E350	480690	=ЗакПро!AC346
350	F350	53856	=ЗакПро!AD346
350	G350	422270	=SUM(C350:D350)
350	H350	534546	=SUM(E350:F350)
350	I350	24.919114035566437	=IFERROR((E350-C350)/C350*100,"-")
350	J350	43.734820785182414	=IFERROR((F350-D350)/D350*100,"-")
350	K350	26.588675491983803	=IFERROR((H350-G350)/G350*100,"-")
350	L350	112276	=H350-G350
350	M350	55000	
350	N350	428394	
350	O350	483394	=M350+N350
350	AD350	0	=SUM(U350:AC350)
350	AH350	-8567.880000000001	=N350-N350-(N350*0.02)
350	AI350	-13473.119999999999	=L350-L350-(L350*0.12)
350	AP350	0	=(AD350-AD350-(AD350*0.22))+(AN350-AN350-(AN350*0.22))+(AO350-AO350-(AO350*0.22))
351	A351	7	
351	B351	2033255	=B350+H350-O350-P350-Q350+R350-S350+T350
351	C351	318136	=ЗакПро!AF346
351	D351	72211	=ЗакПро!AG346
351	E351	383703	=ЗакПро!AH346
351	F351	99872	=ЗакПро!AI346
351	G351	390347	=SUM(C351:D351)
351	H351	483575	=SUM(E351:F351)
351	I351	20.609739231020697	=IFERROR((E351-C351)/C351*100,"-")
351	J351	38.30579828557976	=IFERROR((F351-D351)/D351*100,"-")
351	K351	23.883365313426257	=IFERROR((H351-G351)/G351*100,"-")
351	L351	93228	=H351-G351
351	M351	60000	
351	N351	355050	
351	O351	415050	=M351+N351
351	P351	8842	
351	S351	1725	
351	AD351	0	=SUM(U351:AC351)
351	AH351	-7101	=N351-N351-(N351*0.02)
351	AI351	-11187.359999999999	=L351-L351-(L351*0.12)
351	AP351	0	=(AD351-AD351-(AD351*0.22))+(AN351-AN351-(AN351*0.22))+(AO351-AO351-(AO351*0.22))
352	A352	8	
352	B352	2091213	=B351+H351-O351-P351-Q351+R351-S351+T351
352	C352	172202	=ЗакПро!AK346
352	D352	69662	=ЗакПро!AL346
352	E352	203963	=ЗакПро!AM346
352	F352	96524	=ЗакПро!AN346
352	G352	241864	=SUM(C352:D352)
352	H352	300487	=SUM(E352:F352)
352	I352	18.444036654626544	=IFERROR((E352-C352)/C352*100,"-")
352	J352	38.560477735350695	=IFERROR((F352-D352)/D352*100,"-")
352	K352	24.238001521516225	=IFERROR((H352-G352)/G352*100,"-")
352	L352	58623	=H352-G352
352	M352	38300	
352	N352	471059	
352	O352	509359	=M352+N352
352	P352	3838	
352	Q352	10482	
352	U352	3300	
352	AD352	3300	=SUM(U352:AC352)
352	AH352	-9421.18	=N352-N352-(N352*0.02)
352	AI352	-7034.759999999999	=L352-L352-(L352*0.12)
352	AP352	-726	=(AD352-AD352-(AD352*0.22))+(AN352-AN352-(AN352*0.22))+(AO352-AO352-(AO352*0.22))
353	A353	9	
353	B353	1868021	=B352+H352-O352-P352-Q352+R352-S352+T352
353	C353	338964	=ЗакПро!AP346
353	D353	96628	=ЗакПро!AQ346
353	E353	419793	=ЗакПро!AR346
353	F353	135724	=ЗакПро!AS346
353	G353	435592	=SUM(C353:D353)
353	H353	555517	=SUM(E353:F353)
353	I353	23.84589513930683	=IFERROR((E353-C353)/C353*100,"-")
353	J353	40.46032205985843	=IFERROR((F353-D353)/D353*100,"-")
353	K353	27.531497364506237	=IFERROR((H353-G353)/G353*100,"-")
353	L353	119925	=H353-G353
353	M353	70000	
353	N353	507503	
353	O353	577503	=M353+N353
353	P353	21635	
353	AD353	0	=SUM(U353:AC353)
353	AH353	-10150.06	=N353-N353-(N353*0.02)
353	AI353	-14391	=L353-L353-(L353*0.12)
353	AP353	0	=(AD353-AD353-(AD353*0.22))+(AN353-AN353-(AN353*0.22))+(AO353-AO353-(AO353*0.22))
354	A354	10	
354	B354	1824400	=B353+H353-O353-P353-Q353+R353-S353+T353
354	C354	412904	=ЗакПро!AU346
354	D354	246998	=ЗакПро!AV346
354	E354	505803	=ЗакПро!AW346
354	F354	351223	=ЗакПро!AX346
354	G354	659902	=SUM(C354:D354)
354	H354	857026	=SUM(E354:F354)
354	I354	22.498934376998044	=IFERROR((E354-C354)/C354*100,"-")
354	J354	42.19669794897125	=IFERROR((F354-D354)/D354*100,"-")
354	K354	29.871708223342253	=IFERROR((H354-G354)/G354*100,"-")
354	L354	197124	=H354-G354
354	M354	93280	
354	N354	615395	
354	O354	708675	=M354+N354
354	P354	21455	
354	U354	3280	
354	AD354	3280	=SUM(U354:AC354)
354	AH354	-12307.9	=N354-N354-(N354*0.02)
354	AI354	-23654.879999999997	=L354-L354-(L354*0.12)
354	AP354	-721.6	=(AD354-AD354-(AD354*0.22))+(AN354-AN354-(AN354*0.22))+(AO354-AO354-(AO354*0.22))
355	A355	11	
355	B355	1951296	=B354+H354-O354-P354-Q354+R354-S354+T354
355	C355	351130	=ЗакПро!AZ346
355	D355	127119	=ЗакПро!BA346
355	E355	417002	=ЗакПро!BB346
355	F355	181253	=ЗакПро!BC346
355	G355	478249	=SUM(C355:D355)
355	H355	598255	=SUM(E355:F355)
355	I355	18.760003417537664	=IFERROR((E355-C355)/C355*100,"-")
355	J355	42.58529409450987	=IFERROR((F355-D355)/D355*100,"-")
355	K355	25.09278639369868	=IFERROR((H355-G355)/G355*100,"-")
355	L355	120006	=H355-G355
355	M355	50000	
355	N355	469088	
355	O355	519088	=M355+N355
355	P355	3113	
355	AD355	0	=SUM(U355:AC355)
355	AH355	-9381.76	=N355-N355-(N355*0.02)
355	AI355	-14400.72	=L355-L355-(L355*0.12)
355	AP355	0	=(AD355-AD355-(AD355*0.22))+(AN355-AN355-(AN355*0.22))+(AO355-AO355-(AO355*0.22))
356	A356	12	
356	B356	2027350	=B355+H355-O355-P355-Q355+R355-S355+T355
356	C356	0	=ЗакПро!BE346
356	D356	0	=ЗакПро!BF346
356	E356	0	=ЗакПро!BG346
356	F356	0	=ЗакПро!BH346
356	G356	0	=SUM(C356:D356)
356	H356	0	=SUM(E356:F356)
356	I356	-	=IFERROR((E356-C356)/C356*100,"-")
356	J356	-	=IFERROR((F356-D356)/D356*100,"-")
356	K356	-	=IFERROR((H356-G356)/G356*100,"-")
356	L356	0	=H356-G356
356	M356	83000	
356	N356	316548	
356	O356	399548	=M356+N356
356	P356	1528	
356	Q356	5927	
356	AD356	0	=SUM(U356:AC356)
356	AH356	-6330.96	=N356-N356-(N356*0.02)
356	AI356	0	=L356-L356-(L356*0.12)
356	AP356	0	=(AD356-AD356-(AD356*0.22))+(AN356-AN356-(AN356*0.22))+(AO356-AO356-(AO356*0.22))
357	A357	13	
357	B357	1620347	=B356+H356-O356-P356-Q356+R356-S356+T356
357	C357	555041	=ЗакПро!BJ346
357	D357	144314	=ЗакПро!BK346
357	E357	678768	=ЗакПро!BL346
357	F357	192655	=ЗакПро!BM346
357	G357	699355	=SUM(C357:D357)
357	H357	871423	=SUM(E357:F357)
357	I357	22.291506393221404	=IFERROR((E357-C357)/C357*100,"-")
357	J357	33.49709660878362	=IFERROR((F357-D357)/D357*100,"-")
357	K357	24.60381351388065	=IFERROR((H357-G357)/G357*100,"-")
357	L357	172068	=H357-G357
357	M357	20000	
357	N357	392482	
357	O357	412482	=M357+N357
357	S357	706	
357	X357	18000	
357	AD357	18000	=SUM(U357:AC357)
357	AH357	-7849.64	=N357-N357-(N357*0.02)
357	AI357	-20648.16	=L357-L357-(L357*0.12)
357	AP357	-3960	=(AD357-AD357-(AD357*0.22))+(AN357-AN357-(AN357*0.22))+(AO357-AO357-(AO357*0.22))
358	A358	14	
358	B358	2078582	=B357+H357-O357-P357-Q357+R357-S357+T357
358	C358	199302	=ЗакПро!BO346
358	D358	37113	=ЗакПро!BP346
358	E358	254551	=ЗакПро!BQ346
358	F358	49329	=ЗакПро!BR346
358	G358	236415	=SUM(C358:D358)
358	H358	303880	=SUM(E358:F358)
358	I358	27.721247152562444	=IFERROR((E358-C358)/C358*100,"-")
358	J358	32.915689919974135	=IFERROR((F358-D358)/D358*100,"-")
358	K358	28.536683374574373	=IFERROR((H358-G358)/G358*100,"-")
358	L358	67465	=H358-G358
358	M358	0	
358	N358	413563	
358	O358	413563	=M358+N358
358	P358	2100	
358	AD358	0	=SUM(U358:AC358)
358	AH358	-8271.26	=N358-N358-(N358*0.02)
358	AI358	-8095.799999999999	=L358-L358-(L358*0.12)
358	AP358	0	=(AD358-AD358-(AD358*0.22))+(AN358-AN358-(AN358*0.22))+(AO358-AO358-(AO358*0.22))
359	A359	15	
359	B359	1966799	=B358+H358-O358-P358-Q358+R358-S358+T358
359	C359	334979	=ЗакПро!BT346
359	D359	44427	=ЗакПро!BU346
359	E359	414684	=ЗакПро!BV346
359	F359	66748	=ЗакПро!BW346
359	G359	379406	=SUM(C359:D359)
359	H359	481432	=SUM(E359:F359)
359	I359	23.794028879422292	=IFERROR((E359-C359)/C359*100,"-")
359	J359	50.24196997321448	=IFERROR((F359-D359)/D359*100,"-")
359	K359	26.89098221957481	=IFERROR((H359-G359)/G359*100,"-")
359	L359	102026	=H359-G359
359	M359	0	
359	N359	566032	
359	O359	566032	=M359+N359
359	P359	2469	
359	AD359	0	=SUM(U359:AC359)
359	AH359	-11320.64	=N359-N359-(N359*0.02)
359	AI359	-12243.119999999999	=L359-L359-(L359*0.12)
359	AP359	0	=(AD359-AD359-(AD359*0.22))+(AN359-AN359-(AN359*0.22))+(AO359-AO359-(AO359*0.22))
360	A360	16	
360	B360	1879730	=B359+H359-O359-P359-Q359+R359-S359+T359
360	C360	373835	=ЗакПро!BY346
360	D360	162047	=ЗакПро!BZ346
360	E360	471578	=ЗакПро!CA346
360	F360	221389	=ЗакПро!CB346
360	G360	535882	=SUM(C360:D360)
360	H360	692967	=SUM(E360:F360)
360	I360	26.146026990517207	=IFERROR((E360-C360)/C360*100,"-")
360	J360	36.620239806969586	=IFERROR((F360-D360)/D360*100,"-")
360	K360	29.313356298588122	=IFERROR((H360-G360)/G360*100,"-")
360	L360	157085	=H360-G360
360	M360	0	
360	N360	540492	
360	O360	540492	=M360+N360
360	Q360	7508	
360	AD360	0	=SUM(U360:AC360)
360	AH360	-10809.84	=N360-N360-(N360*0.02)
360	AI360	-18850.2	=L360-L360-(L360*0.12)
360	AP360	0	=(AD360-AD360-(AD360*0.22))+(AN360-AN360-(AN360*0.22))+(AO360-AO360-(AO360*0.22))
361	A361	17	
361	B361	2024697	=B360+H360-O360-P360-Q360+R360-S360+T360
361	C361	272439	=ЗакПро!CD346
361	D361	74175	=ЗакПро!CE346
361	E361	331940	=ЗакПро!CF346
361	F361	115212	=ЗакПро!CG346
361	G361	346614	=SUM(C361:D361)
361	H361	447152	=SUM(E361:F361)
361	I361	21.84011833841704	=IFERROR((E361-C361)/C361*100,"-")
361	J361	55.32457027300304	=IFERROR((F361-D361)/D361*100,"-")
361	K361	29.005752797059554	=IFERROR((H361-G361)/G361*100,"-")
361	L361	100538	=H361-G361
361	M361	700	
361	N361	625284	
361	O361	625984	=M361+N361
361	Q361	5479	
361	U361	700	
361	AD361	700	=SUM(U361:AC361)
361	AH361	-12505.68	=N361-N361-(N361*0.02)
361	AI361	-12064.56	=L361-L361-(L361*0.12)
361	AP361	-154	=(AD361-AD361-(AD361*0.22))+(AN361-AN361-(AN361*0.22))+(AO361-AO361-(AO361*0.22))
362	A362	18	
362	B362	1840386	=B361+H361-O361-P361-Q361+R361-S361+T361
362	C362	346700	=ЗакПро!CI346
362	D362	174336	=ЗакПро!CJ346
362	E362	436570	=ЗакПро!CK346
362	F362	243804	=ЗакПро!CL346
362	G362	521036	=SUM(C362:D362)
362	H362	680374	=SUM(E362:F362)
362	I362	25.921546005191807	=IFERROR((E362-C362)/C362*100,"-")
362	J362	39.847191629955944	=IFERROR((F362-D362)/D362*100,"-")
362	K362	30.580996322710906	=IFERROR((H362-G362)/G362*100,"-")
362	L362	159338	=H362-G362
362	M362	0	
362	N362	482069	
362	O362	482069	=M362+N362
362	P362	3438	
362	AC362	20000	
362	AD362	20000	=SUM(U362:AC362)
362	AH362	-9641.380000000001	=N362-N362-(N362*0.02)
362	AI362	-19120.559999999998	=L362-L362-(L362*0.12)
362	AP362	-4400	=(AD362-AD362-(AD362*0.22))+(AN362-AN362-(AN362*0.22))+(AO362-AO362-(AO362*0.22))
363	A363	19	
363	B363	2035253	=B362+H362-O362-P362-Q362+R362-S362+T362
363	C363	0	=ЗакПро!CN346
363	D363	0	=ЗакПро!CO346
363	E363	0	=ЗакПро!CP346
363	F363	0	=ЗакПро!CQ346
363	G363	0	=SUM(C363:D363)
363	H363	0	=SUM(E363:F363)
363	I363	-	=IFERROR((E363-C363)/C363*100,"-")
363	J363	-	=IFERROR((F363-D363)/D363*100,"-")
363	K363	-	=IFERROR((H363-G363)/G363*100,"-")
363	L363	0	=H363-G363
363	M363	0	
363	N363	490245	
363	O363	490245	=M363+N363
363	AD363	0	=SUM(U363:AC363)
363	AH363	-9804.9	=N363-N363-(N363*0.02)
363	AI363	0	=L363-L363-(L363*0.12)
363	AP363	0	=(AD363-AD363-(AD363*0.22))+(AN363-AN363-(AN363*0.22))+(AO363-AO363-(AO363*0.22))
364	A364	20	
364	B364	1545008	=B363+H363-O363-P363-Q363+R363-S363+T363
364	C364	735424	=ЗакПро!CS346
364	D364	93416	=ЗакПро!CT346
364	E364	912533	=ЗакПро!CU346
364	F364	129366	=ЗакПро!CV346
364	G364	828840	=SUM(C364:D364)
364	H364	1041899	=SUM(E364:F364)
364	I364	24.082570054825517	=IFERROR((E364-C364)/C364*100,"-")
364	J364	38.483771516656674	=IFERROR((F364-D364)/D364*100,"-")
364	K364	25.705685053810146	=IFERROR((H364-G364)/G364*100,"-")
364	L364	213059	=H364-G364
364	M364	52600	
364	N364	508937	
364	O364	561537	=M364+N364
364	P364	2717	
364	AD364	0	=SUM(U364:AC364)
364	AH364	-10178.74	=N364-N364-(N364*0.02)
364	AI364	-25567.079999999998	=L364-L364-(L364*0.12)
364	AJ364	26317	
364	AK364	13158	
364	AN364	52600	
364	AP364	-11572	=(AD364-AD364-(AD364*0.22))+(AN364-AN364-(AN364*0.22))+(AO364-AO364-(AO364*0.22))
365	A365	21	
365	B365	2022653	=B364+H364-O364-P364-Q364+R364-S364+T364
365	C365	338967	=ЗакПро!CX346
365	D365	107560	=ЗакПро!CY346
365	E365	431803	=ЗакПро!CZ346
365	F365	141283	=ЗакПро!DA346
365	G365	446527	=SUM(C365:D365)
365	H365	573086	=SUM(E365:F365)
365	I365	27.387916817861324	=IFERROR((E365-C365)/C365*100,"-")
365	J365	31.352733358125697	=IFERROR((F365-D365)/D365*100,"-")
365	K365	28.342966942648484	=IFERROR((H365-G365)/G365*100,"-")
365	L365	126559	=H365-G365
365	M365	0	
365	N365	416723	
365	O365	416723	=M365+N365
365	AD365	0	=SUM(U365:AC365)
365	AH365	-8334.460000000001	=N365-N365-(N365*0.02)
365	AI365	-15187.08	=L365-L365-(L365*0.12)
365	AP365	0	=(AD365-AD365-(AD365*0.22))+(AN365-AN365-(AN365*0.22))+(AO365-AO365-(AO365*0.22))
366	A366	22	
366	B366	2179016	=B365+H365-O365-P365-Q365+R365-S365+T365
366	C366	369488	=ЗакПро!DC346
366	D366	48305	=ЗакПро!DD346
366	E366	449552	=ЗакПро!DE346
366	F366	71509	=ЗакПро!DF346
366	G366	417793	=SUM(C366:D366)
366	H366	521061	=SUM(E366:F366)
366	I366	21.66890399688217	=IFERROR((E366-C366)/C366*100,"-")
366	J366	48.03643515164062	=IFERROR((F366-D366)/D366*100,"-")
366	K366	24.717503644149136	=IFERROR((H366-G366)/G366*100,"-")
366	L366	103268	=H366-G366
366	M366	600	
366	N366	372249	
366	O366	372849	=M366+N366
366	S366	3000	
366	U366	600	
366	AD366	600	=SUM(U366:AC366)
366	AH366	-7444.9800000000005	=N366-N366-(N366*0.02)
366	AI366	-12392.16	=L366-L366-(L366*0.12)
366	AP366	-132	=(AD366-AD366-(AD366*0.22))+(AN366-AN366-(AN366*0.22))+(AO366-AO366-(AO366*0.22))
367	A367	23	
367	B367	2324228	=B366+H366-O366-P366-Q366+R366-S366+T366
367	C367	294735	=ЗакПро!DH346
367	D367	191630	=ЗакПро!DI346
367	E367	366849	=ЗакПро!DJ346
367	F367	268942	=ЗакПро!DK346
367	G367	486365	=SUM(C367:D367)
367	H367	635791	=SUM(E367:F367)
367	I367	24.46740292126826	=IFERROR((E367-C367)/C367*100,"-")
367	J367	40.34441371392788	=IFERROR((F367-D367)/D367*100,"-")
367	K367	30.723016664439257	=IFERROR((H367-G367)/G367*100,"-")
367	L367	149426	=H367-G367
367	M367	0	
367	N367	564727	
367	O367	564727	=M367+N367
367	AD367	0	=SUM(U367:AC367)
367	AH367	-11294.54	=N367-N367-(N367*0.02)
367	AI367	-17931.12	=L367-L367-(L367*0.12)
367	AP367	0	=(AD367-AD367-(AD367*0.22))+(AN367-AN367-(AN367*0.22))+(AO367-AO367-(AO367*0.22))
368	A368	24	
368	B368	2395292	=B367+H367-O367-P367-Q367+R367-S367+T367
368	C368	317353	=ЗакПро!DM346
368	D368	99446	=ЗакПро!DN346
368	E368	386845	=ЗакПро!DO346
368	F368	137907	=ЗакПро!DP346
368	G368	416799	=SUM(C368:D368)
368	H368	524752	=SUM(E368:F368)
368	I368	21.897382410123743	=IFERROR((E368-C368)/C368*100,"-")
368	J368	38.67526094563884	=IFERROR((F368-D368)/D368*100,"-")
368	K368	25.900494003104612	=IFERROR((H368-G368)/G368*100,"-")
368	L368	107953	=H368-G368
368	M368	504000	
368	N368	666394	
368	O368	1170394	=M368+N368
368	AC368	4000	
368	AD368	4000	=SUM(U368:AC368)
368	AH368	-13327.880000000001	=N368-N368-(N368*0.02)
368	AI368	-12954.359999999999	=L368-L368-(L368*0.12)
368	AP368	-880	=(AD368-AD368-(AD368*0.22))+(AN368-AN368-(AN368*0.22))+(AO368-AO368-(AO368*0.22))
369	A369	25	
369	B369	1749650	=B368+H368-O368-P368-Q368+R368-S368+T368
369	C369	537015	=ЗакПро!DR346
369	D369	265542	=ЗакПро!DS346
369	E369	664460	=ЗакПро!DT346
369	F369	384244	=ЗакПро!DU346
369	G369	802557	=SUM(C369:D369)
369	H369	1048704	=SUM(E369:F369)
369	I369	23.73211176596557	=IFERROR((E369-C369)/C369*100,"-")
369	J369	44.70177975612144	=IFERROR((F369-D369)/D369*100,"-")
369	K369	30.670344910081155	=IFERROR((H369-G369)/G369*100,"-")
369	L369	246147	=H369-G369
369	M369	68000	
369	N369	495140	
369	O369	563140	=M369+N369
369	X369	18000	
369	AD369	18000	=SUM(U369:AC369)
369	AH369	-9902.800000000001	=N369-N369-(N369*0.02)
369	AI369	-29537.64	=L369-L369-(L369*0.12)
369	AP369	-3960	=(AD369-AD369-(AD369*0.22))+(AN369-AN369-(AN369*0.22))+(AO369-AO369-(AO369*0.22))
370	A370	26	
370	B370	2235214	=B369+H369-O369-P369-Q369+R369-S369+T369
370	C370	0	=ЗакПро!DW346
370	D370	0	=ЗакПро!DX346
370	E370	0	=ЗакПро!DY346
370	F370	0	=ЗакПро!DZ346
370	G370	0	=SUM(C370:D370)
370	H370	0	=SUM(E370:F370)
370	I370	-	=IFERROR((E370-C370)/C370*100,"-")
370	J370	-	=IFERROR((F370-D370)/D370*100,"-")
370	K370	-	=IFERROR((H370-G370)/G370*100,"-")
370	L370	0	=H370-G370
370	M370	100000	
370	N370	401809	
370	O370	501809	=M370+N370
370	AD370	0	=SUM(U370:AC370)
370	AH370	-8036.18	=N370-N370-(N370*0.02)
370	AI370	0	=L370-L370-(L370*0.12)
370	AP370	0	=(AD370-AD370-(AD370*0.22))+(AN370-AN370-(AN370*0.22))+(AO370-AO370-(AO370*0.22))
371	A371	27	
371	B371	1733405	=B370+H370-O370-P370-Q370+R370-S370+T370
371	C371	619472	=ЗакПро!EB346
371	D371	115929	=ЗакПро!EC346
371	E371	761056	=ЗакПро!ED346
371	F371	164675	=ЗакПро!EE346
371	G371	735401	=SUM(C371:D371)
371	H371	925731	=SUM(E371:F371)
371	I371	22.855593150295736	=IFERROR((E371-C371)/C371*100,"-")
371	J371	42.04815016087433	=IFERROR((F371-D371)/D371*100,"-")
371	K371	25.881117920699047	=IFERROR((H371-G371)/G371*100,"-")
371	L371	190330	=H371-G371
371	M371	50000	
371	N371	332916	
371	O371	382916	=M371+N371
371	AD371	0	=SUM(U371:AC371)
371	AH371	-6658.32	=N371-N371-(N371*0.02)
371	AI371	-22839.6	=L371-L371-(L371*0.12)
371	AP371	0	=(AD371-AD371-(AD371*0.22))+(AN371-AN371-(AN371*0.22))+(AO371-AO371-(AO371*0.22))
372	A372	28	
372	B372	2276220	=B371+H371-O371-P371-Q371+R371-S371+T371
372	C372	236616	=ЗакПро!EG346
372	D372	2784	=ЗакПро!EH346
372	E372	281152	=ЗакПро!EI346
372	F372	3756	=ЗакПро!EJ346
372	G372	239400	=SUM(C372:D372)
372	H372	284908	=SUM(E372:F372)
372	I372	18.822057679954018	=IFERROR((E372-C372)/C372*100,"-")
372	J372	34.91379310344828	=IFERROR((F372-D372)/D372*100,"-")
372	K372	19.009189640768586	=IFERROR((H372-G372)/G372*100,"-")
372	L372	45508	=H372-G372
372	M372	20000	
372	N372	486721	
372	O372	506721	=M372+N372
372	AD372	0	=SUM(U372:AC372)
372	AH372	-9734.42	=N372-N372-(N372*0.02)
372	AI372	-5460.96	=L372-L372-(L372*0.12)
372	AP372	0	=(AD372-AD372-(AD372*0.22))+(AN372-AN372-(AN372*0.22))+(AO372-AO372-(AO372*0.22))
373	A373	29	
373	B373	2054407	=B372+H372-O372-P372-Q372+R372-S372+T372
373	C373	384120	=ЗакПро!EL346
373	D373	121350	=ЗакПро!EM346
373	E373	473711	=ЗакПро!EN346
373	F373	170463	=ЗакПро!EO346
373	G373	505470	=SUM(C373:D373)
373	H373	644174	=SUM(E373:F373)
373	I373	23.323700926793713	=IFERROR((E373-C373)/C373*100,"-")
373	J373	40.47218788627936	=IFERROR((F373-D373)/D373*100,"-")
373	K373	27.440599837774744	=IFERROR((H373-G373)/G373*100,"-")
373	L373	138704	=H373-G373
373	M373	0	
373	N373	556426	
373	O373	556426	=M373+N373
373	Q373	5534	
373	AD373	0	=SUM(U373:AC373)
373	AH373	-11128.52	=N373-N373-(N373*0.02)
373	AI373	-16644.48	=L373-L373-(L373*0.12)
373	AN373	91600	
373	AP373	-20152	=(AD373-AD373-(AD373*0.22))+(AN373-AN373-(AN373*0.22))+(AO373-AO373-(AO373*0.22))
374	A374	30	
374	B374	2136621	=B373+H373-O373-P373-Q373+R373-S373+T373
374	C374	449014	=ЗакПро!EQ346
374	D374	65700	=ЗакПро!ER346
374	E374	540717	=ЗакПро!ES346
374	F374	84230	=ЗакПро!ET346
374	G374	514714	=SUM(C374:D374)
374	H374	624947	=SUM(E374:F374)
374	I374	20.423193931592333	=IFERROR((E374-C374)/C374*100,"-")
374	J374	28.203957382039572	=IFERROR((F374-D374)/D374*100,"-")
374	K374	21.41635937627498	=IFERROR((H374-G374)/G374*100,"-")
